@relation 'StackOverflow: -C -15'
@attribute title string
@attribute java {0,1}
@attribute android {0,1}
@attribute javascript {0,1}
@attribute multithreading {0,1}
@attribute mysql {0,1}
@attribute swing {0,1}
@attribute excepton {0,1}
@attribute eclipse {0,1}
@attribute python {0,1}
@attribute django {0,1}
@attribute dictionary {0,1}
@attribute matplotlib {0,1}
@attribute numpy {0,1}
@attribute scala {0,1}
@attribute functional-programming {0,1}
@data

'scrollable table focus on row',1,1,1,0,1,0,0,0,0,0,0,0,0,0,0

'java and javascript callbacks compared',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Encryption by jasypt',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Tool used to retrieve code metrics in xUnit Test Patterns',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'jQuery Plugin selector access scope',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How do I add a Jackson mixin to a reader and not to the objectmapper',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'how to show the number of notification in the status bar using android phonegap',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Schedule job executes twice on cluster',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Pythons Equivalent of public static void main',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'How can I generate Javadoc comments in Eclipse',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Jquery plugin - Tree Context menu',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to build a relational structure in javascript',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Taking a users input in a library class and making sure it is positive',1,0,0,0,1,0,0,0,1,0,0,0,0,0,0

'How to get movie details from Amazon API using JavaScript',1,0,1,0,0,0,0,0,0,1,0,0,0,0,0

'Getting Hibernate Exception : org.hibernate.QueryException: could not resolve property',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Jquery toggle not working properly',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Options with JavaCompiler API',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Why does my J2ME Bluetooth code hangs after an incoming RFCOMM connection',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Whats the difference between instantiating in the field and instantiating in the constructor',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Different uses for runat=server outside of asp.net/IIS Useful with JavaScript',1,1,1,0,1,0,0,0,0,0,0,0,0,0,0

'Android Launcher - Home Button',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Open browser in older version of Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Run as android application is missing',1,1,0,0,1,0,0,0,0,0,0,0,0,0,0

'Java: Stackoverflow in finite recursion',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'app does not work on real android device but work fine on simulator',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'Can I access this _normalize method',1,0,1,0,0,0,0,1,0,0,0,0,0,0,0

'reference and primitive prototype values',1,1,1,0,0,0,0,0,0,0,0,0,0,1,0

'IOS plays YouTube video using WebView issue while changing the size of WebView',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'style.backgroundImage only works with Firefox',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'how to get android spellchecker framework working',1,1,0,0,1,0,0,0,0,0,0,0,0,0,0

'xml reusable code',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Multiple jars in classpath not working',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'Does the Width and Height change with orientation',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

'Extract a string from HTML with NodeJS',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Basics of D3s Force-directed Layout',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Javascript if statement will not execute MVC3/razor',1,0,1,0,1,0,0,0,0,0,0,0,0,0,0

'How to play audio in javascript in any recent web browser and distribute the encoder',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to write code which can get updates',1,0,0,0,0,0,0,0,0,1,0,0,0,0,0

'how to solve this exception :Exception in thread main java.lang.ArrayIndexOutOfBoundsException',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'what is and how to get the pinCode for Twitter and oauth-signpost',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Parsing the XML for the schema location with Xstream',1,1,0,0,1,0,0,0,0,1,0,0,0,0,0

'How to compute bounding box after using ObjLoader three.js',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Any way to reduce repetitive markup in webpages or something like caching such frequently used markup',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Embedded youtube plays video too fast with no sound',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to remove a div if it contains a certain string in it',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to override jar inside of Jboss 5.1 lib/endorsed directory',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Dependencies in pom file - how does it work',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Save Word Document with JACOB (Java)',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0

'how to give job attributes from java.awt.JobAttributes to java.awt.print.Printable',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Dojo: BorderContainer and ContentPanes not working inside of a custom widget template',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'PHP Post array empty',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Cant get img src inside href tag',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Where to declare class constants',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Recursive BeanUtils.describe()',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Dojo - dojo.byId() over an ajax response',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'type casting of byte and int',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Why would Safari offer nearly opposite results here',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'Send An Email Through Gmail Without JavaMail',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'Base64 decoding using apache commons codec failing on very large binary file',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Excanvas Javascript wont work in IE8',1,0,1,0,1,0,0,0,0,0,0,0,0,0,0

'Java multiple iterators on a set removing proper subsets and ConcurrentModificationException',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Java Webapp: strange memory statistics',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to do JPA query with Criteria Clause',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0

'mysql datetime format change using java for JasperReports generation',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'for ajax data insertion in page what is faster than innerHTML',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'ListView not Repainting from OnClickListener',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

'Install Scanner Access Now Easy (SANE) Server on window 7 64-bit',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Any way to rotate canvas drawing context by an absolute value',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Java  Python : VirtualEnv for Java',1,0,0,0,1,0,0,0,1,0,0,0,0,0,0

'Buttons that move a DIV left or right',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Writing files with Flatworm in Unix System',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Java: privately calling run in Runnable class',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Process output from apache-commons exec',1,1,0,0,1,0,0,0,1,1,0,0,0,0,0

'java encoded base64 soap attachment',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Named parameters in JDBC',1,1,0,0,1,0,0,0,1,0,0,0,0,0,0

'Dynamically remove Component from JPanel',1,1,0,0,1,0,0,0,1,0,0,0,0,0,0

'Creating a Clickable Grid in a Web Browser',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'JAVA : Exporting Data (from database) to excel and sending it to client side',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Reloading a page with iframe in FF3.x',1,1,1,0,0,0,0,0,0,0,0,0,0,1,0

'Efficiency: switch statements over if statements',1,0,0,0,0,0,0,0,1,1,0,0,0,0,0

'When I split an ArrayList of Strings by # the last field is incorrect',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Grails: Load Data while Scrolling Page Down',1,1,1,0,1,0,0,0,0,0,0,0,0,0,0

'java sqlldr and shell script use for 10 million data',1,0,0,0,0,0,0,0,1,1,0,0,0,0,0

'I want a similar effect with the one from this website. Can it be done with jQuery',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Java Swing: Dialog with expanding / progressive disclosure',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'RIch text input box - overflowing issue',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Prevent jquery browser scrolling to top on click',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'swapping two DIV elements  (preview one while other occupies whole page) - EDITED: Swapping DIV and IFRAME',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'Wild Card in Javascript Bookmarklet',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'How to show alert dialog in home screen',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'using a selection box to change font with jquery',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'turn focus of page to a specific part on the body',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Android preferences issue',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'JSONObject doesnt convert object attributes in toString()',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Looking for an open-source Java-based Personalization engine',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Web-based Music and Sound synthesis - Survey',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Java: which configuration framework to use',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'jQuery events are punching me in the face',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'How can i benchmark method execution time in java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Akka ActorSystem creation issue',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Trying to get HttpPost to send two JSON objects to server. Passing 1 object works. 2 does not',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'why is -Xss not increasing the number of threads created',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'can javascript-based charting component be integrated into Flex/AS3 web app',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Finding Zeroes in Sudoku',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'Update Element in ArrayList/HashMap using java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to get response from webservice URL using JavaScript',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Brushing on ordinal data does not work',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'JExcelAPI - writing date to Excel sheet ignores day month and year',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'wsimport not using complex input types',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'javascript output buffer',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'how to get the bottom position of the font on a swing widget',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

'How to check if cookies are blocked using JavaScript',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'Prototype IEFirefoxChrome differences',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'argument type mismatch in mbeanServer.invoke',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'JavaScript Tabs - 2 Instances On One Page',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Declare a class in another class in android',1,1,0,0,1,0,0,0,0,0,0,0,0,0,0

'Center a xul dialog to screen',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Show specific content for each div using Fancybox',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Placement of data files for java web service',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Any good libraries for doing tearaway tabs in Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How can I combine C/Fortran with JavaScript',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'XMLHttpRequest and calling Javascript',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Question about static member variables',1,1,0,0,1,0,0,0,1,0,0,0,0,1,0

'guava cache vs ehcache benchmark',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'LABjs problem not loading scripts',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Need invisible/aesthetically pleasing keyboard input for javascript game',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Show JSF error page for exceptions when user tampers with form submits',1,1,0,0,1,0,0,0,0,0,0,0,0,0,0

'geolocation.watchPosition breaks geolocation.getCurrentPosition',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Rotating around an arbitrary point: HTML5 Canvas',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to remove the parent element using plain javascript..!',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to make program copy file from package to user.dir in java',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'How do I center a <div> vertically',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'format of error logged by httpd in error_log is not correct',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Cloning a java LinkedHashMap',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'Pop up window - once on load and every 3 months after using Javascript Cookies',1,1,1,0,0,0,0,1,1,0,0,0,0,0,0

'jQuery not: (this) exclude everything from a class except for the one called in a previous function',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Reverse A Binary Tree (Left to Right)',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Pathfinding with negative nodes',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'ExternalInterface not working in ie9',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Array of increasing floats that have unprecise binary representation',1,0,1,0,1,0,0,0,0,0,0,0,0,0,0

'How to lock two variables written by threadA and read by threadB (Android)',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'CORS request to embedded server (that cannot be changed)',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Prevent form submission with enter key',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'is java an open source programming language',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Find first available data source with jQuery Deferred',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Animating a solution for a NxN puzzle with jQuery',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Header/ Footer in MVP GWT project',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'PreviewCallback for Camera video',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'parse the JSON object returned as response',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Extracting time from the date respone',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Which is better programming convention in Java for methods',1,1,0,0,0,0,0,1,0,0,0,0,0,0,0

'installed a jetty server. Do I need other configurations for it to run php/java code',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to understand Open Source projects/libraries',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Hibernate statistics using Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Reading json to create an array of objects with jQuery .each()',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Is it inefficient to pass large objects as parameters in Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Javascript Parameter Passing Not Working',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Google Charts: compound chart with column and line chart',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'How is length implemented in Java Arrays',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'DB4o HashMap toString()',1,0,0,0,1,0,0,0,1,0,0,0,0,0,0

'Jquery / HTML5 / Ajax upload progress bar',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0

'Need an efficient algorithm solve this kind of complex structure',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Alphabetic Regex in HTML5',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Java - Does returning a value break a loop',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Object has no method replace in node-validator module',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Copying a small array into a larger one without changing the target arrays size',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'filling in textfield by id javascript',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'Two tableView and just one selection with JavaFx',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How do you shuffle elements in a Map',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'SocialNetwork Sharing & Webapps',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How do I make this sound loop',1,1,0,0,0,0,0,1,1,0,0,0,0,0,0

'loading a backup copy of jQuery when CDN is down',1,0,1,0,1,0,0,0,0,0,0,0,0,0,0

'stacked canvas elements topmost canvas prevents events to reach the others',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'javabean and form submit execution order issue',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Regex to convert html-image to XML to avoid preloading',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'get numbers with Jsoups select()',1,0,0,0,1,0,0,0,1,0,0,0,0,0,0

'How to connect to a database configured in glassfish from an external java application',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

'What exactly do h: c: f: and ui: denote in JSF tag library',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Uploadify in ie9 getting js error : SCRIPT5007: Object expected',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'How can I overlay images over one another in Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Can a synchronized static method cause a class level lock',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Apache Camel JMS memory leak',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Multiple Images with JScrollPane in JPanel',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Self signed applet running in browser cant copy files write by writer encode etc',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Secure my code',1,0,1,0,0,0,0,0,0,0,0,1,0,0,0

'Timer function not running. Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How can i stop to go other page',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'JNI cant run ndk-build',1,1,0,0,1,0,0,1,1,0,0,0,0,0,0

'Querying a database view in hibernate',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'MediaWiki API: Edit section without destroying heading',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'Take the delimiter that made Scanner to stop',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'String terminator in Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Read file path from utf-8 text file',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0

'Move(slide) 3 different images from left to right using javascript',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'What actually means value in JSP',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Java 6 File Input Output Stream (same file)',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'reference material for attributes of <a> and <img> tags',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'Why does Ꙭ.codePointAt(0)==205 and other Java Character bizarreness',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'change cell color does not work on netbeans',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Is there a way to password protect HTML pages without using a server side language',1,1,1,0,0,0,0,0,1,0,0,0,0,0,0

'Errors using yuicompressor',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How do I make a pop-up that only appears after the visitor has been on the page for a certain amount of time',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'HTML5 support information',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'how to use jquery to do a series of position changes on divs',1,1,1,0,1,0,0,0,0,0,0,0,0,0,0

'What should I replace small structs with in Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Web Service cycle using Contract-First in Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Explain this JsPerf.com result',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'add dash in inputbox',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'confirm() OK doesnt seems to submit form in chrome (in FF IE its working)',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Android graphical layout eclipse',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Best method to temporarily store/query data',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'Inspektr and its usage',1,1,0,0,0,0,0,1,0,0,0,0,0,0,0

'Building Android from Source -File not found error',1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

'callback function does not appear to be executing',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Javascript function not called',1,1,1,0,1,0,0,0,0,0,0,0,0,0,0

'Node.js proper callback error handle',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'java gui window',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'What are some online Javascript tools that display execution and flow / control flow in step-by-step increments',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to traverse XPath recursively',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Javascript placing table rows between rows with greater and smaller ID',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'java generics - The method compareTo(capture#1-of ) in the type Comparable<capture#1-of > is not applicable for the arguments',1,0,0,1,0,0,0,0,0,0,0,0,0,0,0

'Java Swing: is there a standard fading rate',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Dead code warning where it shouldnt be',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Java JList scroll to selected item',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'Can I execute TestNG without an XML file',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'jquery dropdownlist onchange reload page using Get request with ID of dropdown value',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Finding maximum depth of a tree',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'Inheritance any suggestions how I should improve this program',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to tell where a Javascript is taking the most time',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'javascript busting running sound',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Accessing iframe from chrome extension',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'using gridview with images in android',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'How to make Markdown ignore <script> statements if not under Code Samples',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Secure webservice call in Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Determining a rule: relate integer value to color #RGB',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to use ruled/horizontal lines to align text in EditText in Android',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'JavaScriptMVC (JMVC) Tutorials',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Showing menu when right clicking on a item of a tree view',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Share java files in Eclipse',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0

'javascript first argument path last argument callback',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'In-lined Javascript blocks not initialized',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'Object issues in Java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Java: HTTP PUT with HttpURLConnection',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'2 Variable outcomes cant have two',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Java: Parent Methods accessing Subclasses static variables',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0

'PHP & Java: Is setting propertys visibility private and accessing it via getter from derived class overkill',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'ant string manipulation : extracting characters from a string',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0

'Adding multiple JPanels to a JFrame in real time',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'ActiveMQ: How to handle broker failovers while using temporary queues',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Assign a callback return value to a variable',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Difference between Component and Object',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0

'How to solve the jshint error `Dont make functions within a loop.` with jquery $.grep',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Java: Identifier expected',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'Checkboxes + Jquery hide/show',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'Rotating VML groups with RaphaelJS (doesnt appear to be working)',1,0,1,0,1,0,0,0,0,0,0,0,0,0,0

'Re-install a java application (openfire server) after building the source code',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Eclipse giving out an error while adding springframework dependency in maven .pom',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Can I use a 301 redirect for included external javascript files',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'How to leave area for future dynamic activity',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Json parsing in javascript/jquery',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'javascript array index problem!',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'SCRIPT5 : Access denied error on ie with XMLHttpRequest',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'javascript retrieve value from JSON object by matching key using Regex',1,0,1,0,0,0,0,0,1,0,0,0,0,0,0

'Toogle Button in Eclipse Forms Section Toolbar',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'how to get the working directory for a webapp in tomcat',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Inheritance - overriding mutator methods',1,1,0,0,0,0,0,1,1,0,0,0,0,0,0

'Return value from Object match',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'How can I know if a window cannot scroll anymore to the right',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'Looking to remove comments from a large amount of javascript files',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Rotating a vertex using transformation matrix',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'peer to peer storage library in java',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'Cast to Implemented Class',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'Change querystring parameter',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'AngularJS - Broadcasting across controllers',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0

'When are scripts inside HTML not considered a bad practice',1,0,0,0,1,0,0,0,1,1,0,0,0,0,0

'Custom BlackBerry application uploader',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

'How to reach javascript object property',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0

'Java class naming with small letters',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0

'Authenticating with Rest Service in Java/Groovy',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0

